# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	17159
#@/user_id	e20759ef-d2df-41e6-b751-89c12cbdc2a3
a 	啊	c=0 d=0.1 t=14294
ta men 	它們	c=1 d=1 t=14604
ta shi 	它是	c=1 d=1 t=7401
tai 	太	c=1 d=1 t=3132
tai da 	太大	c=1 d=1 t=6891
tai qiu 	檯球	c=1 d=1 t=10639
tan 	探	c=1 d=1 t=4014
tan chang 	彈唱	c=2 d=1.98511 t=9968
tan chu 	彈出	c=1 d=1 t=13877
tan suo 	探索	c=1 d=1 t=15688
tang chang 	糖廠	c=1 d=1 t=9967
tao li 	套利	c=1 d=0.147342 t=17159
tao li 	逃離	c=1 d=0.146607 t=17159
te bie 	特別	c=1 d=1 t=3007
te dian 	特點	c=4 d=0.0761538 t=17159
te ding 	特定	c=1 d=1 t=13163
te shu 	特殊	c=2 d=1 t=9035
te xing 	特性	c=1 d=1 t=14639
te zheng 	特徵	c=12 d=6.14417 t=7764
te zheng gong cheng 	特徵工程	c=1 d=1 t=7699
te zheng shu 	特徵數	c=2 d=1.73345 t=7011
teng xun 	騰訊	c=2 d=1.88692 t=7865
the 	the 	c=1 d=1 t=8827
ti 	體	c=1 d=1 t=2043
ti dai 	替代	c=1 d=0.10029 t=9865
ti dao 	提到	c=17 d=1.99005 t=17089
ti gao 	提高	c=1 d=1 t=14582
ti gong 	提供	c=44 d=0.216411 t=17159
ti huan 	替換	c=5 d=0.0308074 t=17159
ti jiao 	提交	c=2 d=1 t=14526
ti qian 	提前	c=1 d=1 t=8607
ti qu 	提取	c=2 d=1 t=12231
ti shi 	提示	c=21 d=0.0776878 t=17159
ti wen 	提問	c=4 d=1.01026 t=4111
ti xian 	體現	c=2 d=1.42741 t=9092
tian chong 	填充	c=1 d=1.09656 t=1745
tian chong fa 	填充法	c=1 d=1 t=1739
tian jia 	添加	c=21 d=1.19083 t=17159
tian ran qi 	天然氣	c=1 d=1 t=9002
tiao 	條	c=2 d=1.04354 t=12541
tiao guo 	跳過	c=1 d=1 t=3419
tiao jian biao da shi 	條件表達式	c=1 d=1 t=8832
tiao kong 	跳空	c=5 d=4.88195 t=1687
tiao shi 	調試	c=3 d=1.51126 t=13911
tiao shi qi 	調試器	c=1 d=1 t=13896
tiao zheng 	調整	c=4 d=0.680451 t=17159
tiao zheng wei 	調整爲	c=1 d=1 t=2558
tiao zhuan 	跳轉	c=2 d=1 t=9713
tie he 	貼合	c=1 d=1 t=8802
ting che 	停車	c=1 d=1 t=8993
ting che wei 	停車位	c=1 d=1 t=9164
ting yuan 	庭院	c=2 d=0.893433 t=9320
ting zhi 	停止	c=5 d=1.90972 t=5381
tong 	同	c=1 d=1 t=15309
tong bu 	同步	c=2 d=1.00012 t=3450
tong cheng 	統稱	c=1 d=0.0675424 t=17159
tong dao 	通道	c=1 d=1 t=2237
tong dian 	通電	c=1 d=1 t=8999
tong guo 	通過	c=32 d=0.699327 t=17159
tong ji 	統計	c=12 d=0.275256 t=17159
tong ming 	同名	c=2 d=1 t=11775
tong pei fu 	通配符	c=1 d=1 t=13519
tong shi 	同時	c=13 d=0.404542 t=17159
tong shui 	通水	c=1 d=1 t=8998
tong xin 	通信	c=2 d=1 t=13608
tong xing 	通行	c=2 d=1 t=13607
tong xu 	通許	c=1 d=1 t=10499
tong xue 	同學	c=1 d=1 t=14163
tong xun 	通訊	c=2 d=1.48919 t=10500
tong yang 	同樣	c=6 d=1 t=16918
tong yi 	統一	c=1 d=1 t=10191
tong yi ge 	同一個	c=9 d=2.18648 t=17159
tong yi hui shi 	同一回事	c=1 d=1 t=3589
tou 	偷	c=1 d=1 t=1677
tou 	頭	c=2 d=1.00038 t=5462
tou bu 	頭部	c=1 d=1 t=7463
tou ming 	透明	c=2 d=1.44933 t=3192
tou wen jian 	頭文件	c=2 d=1 t=14625
tou zi 	投資	c=2 d=1.06977 t=9864
tu 	圖	c=7 d=0.118074 t=16857
tu biao 	圖標	c=2 d=1 t=13871
tu jia zu 	土家族	c=1 d=1 t=8562
tu pian 	圖片	c=12 d=1.00007 t=17147
tu pian zhong 	圖片中	c=1 d=1 t=8835
tu pu 	圖譜	c=1 d=1 t=12983
tu ru qi lai 	突如其來	c=2 d=1.99501 t=8761
tu shi 	圖示	c=6 d=2.30447 t=1683
tu shu guan 	圖書館	c=1 d=1 t=9182
tu xiang 	圖像	c=6 d=1.00015 t=16853
tu xiang shi bie 	圖象識別	c=1 d=1 t=7106
tu xing 	圖形	c=5 d=1.0016 t=15008
tu xing hua 	圖形化	c=1 d=1 t=13133
tu xing jie mian 	圖形界面	c=1 d=1 t=3904
tui 	腿	c=3 d=0.234318 t=17159
tui duan 	推斷	c=4 d=1.97045 t=12992
tui guang 	推廣	c=1 d=0.00204983 t=17159
tui song 	推送	c=2 d=1.99501 t=1726
wai 	外	c=0 d=0.1 t=7953
wai guan 	外觀	c=2 d=1.83802 t=9725
wai guan zhu ti 	外觀主題	c=1 d=1 t=9349
wai guo 	外國	c=1 d=1 t=13600
wai zhi 	外置	c=1 d=1 t=2727
wai zi 	外資	c=1 d=1 t=2726
wan 	完	c=2 d=1 t=15636
wan an 	晚安	c=2 d=1 t=12087
wan bi 	完畢	c=1 d=1 t=17041
wan cheng 	完成	c=6 d=0.0115624 t=17159
wan cheng le 	完成了	c=1 d=1 t=6443
wan e 	萬惡	c=1 d=1 t=2883
wan hou 	完後	c=0 d=0.1 t=8418
wan mei 	完美	c=1 d=1 t=9089
wan quan 	完全	c=4 d=1.20635 t=11112
wan shan 	完善	c=1 d=1 t=15517
wan zheng 	完整	c=7 d=0.0116786 t=17159
wang le 	忘了	c=1 d=1 t=6088
wang luo 	網絡	c=8 d=0.0811219 t=17159
wang luo mo shi 	網絡模式	c=1 d=1 t=5971
wang shang 	網上	c=2 d=1.87372 t=5879
wang ye 	網頁	c=7 d=0.0251287 t=17159
wang zhan 	網站	c=11 d=0.00161245 t=17159
wang zhi 	網址	c=3 d=0.00530164 t=17159
wei 	位	c=1 d=1 t=14694
wei 	未	c=13 d=5.17754 t=3860
wei 	爲	c=88 d=3.39133 t=17159
wei hu 	維護	c=1 d=1 t=7713
wei jing 	未經	c=1 d=0.034562 t=17159
wei kong 	爲空	c=1 d=0.973716 t=2468
wei le 	爲了	c=4 d=1.00012 t=4647
wei li 	爲例	c=2 d=1 t=16394
wei qu fan 	位取反	c=0 d=0.1 t=5203
wei shen me 	爲什麼	c=30 d=0.00324708 t=17159
wei sheng jian 	衛生間	c=6 d=3.94247 t=10635
wei tuo 	委託	c=18 d=3.90251 t=17159
wei xin 	微信	c=3 d=1.96561 t=7834
wei xing 	衛星	c=1 d=1 t=3096
wei zhi 	位置	c=6 d=1 t=17139
wen 	問	c=2 d=1 t=11115
wen ben 	文本	c=8 d=3.66644 t=12865
wen ben cha xun 	文本查詢	c=1 d=1 t=4011
wen ben wen jian 	文本文件	c=1 d=1 t=14655
wen da 	問答	c=3 d=2.71725 t=1788
wen dang 	文檔	c=54 d=2.39303 t=17159
wen dang zhong 	文檔中	c=3 d=1.79453 t=16407
wen fa 	問法	c=1 d=1 t=11594
wen jian 	文件	c=133 d=2.24238 t=17159
wen jian jia 	文件夾	c=12 d=3.23709 t=16427
wen jian lai 	文件來	c=1 d=1 t=12636
wen jian ming 	文件名	c=4 d=1.00095 t=16707
wen jian zhong 	文件中	c=1 d=1 t=6728
wen ti 	問題	c=132 d=2.98595 t=17159
wen wen 	雯雯	c=1 d=1 t=9266
wen zhong 	文中	c=1 d=1 t=8917
wen zi 	文字	c=6 d=0.0213864 t=17159
wo 	我	c=306 d=3.72895 t=17159
wo ba 	我把	c=1 d=1 t=11978
wo fa xian 	我發現	c=1 d=1 t=4092
wo men 	我們	c=19 d=0.00606447 t=17159
wo shi 	臥室	c=16 d=1 t=14938
wo shuo 	我說	c=1 d=1 t=12841
wo you 	我有	c=2 d=1.19989 t=4796
wu 	五	c=1 d=0.0739031 t=17159
wu 	無	c=2 d=1 t=6615
wu cha 	誤差	c=5 d=1.13397 t=16515
wu fa 	無法	c=13 d=0.976251 t=17159
wu guan 	無關	c=1 d=1 t=7412
wu kong 	悟空	c=0 d=0.1 t=12702
wu lun 	無論	c=2 d=1.94176 t=11104
wu lun shi 	無論是	c=1 d=1 t=13044
wu ti 	物體	c=16 d=2.24798 t=8805
wu xian xun huan 	無限循環	c=1 d=1 t=3439
wu xu 	無須	c=1 d=1 t=7365
wu yi zhong 	無意中	c=1 d=0.0110536 t=17159
wu zhang ai 	無障礙	c=1 d=1 t=9225
xi che 	洗車	c=1 d=1 t=9168
xi gou 	析構	c=3 d=1.00003 t=4998
xi gou 	西溝	c=1 d=1 t=2740
xi gou han shu 	析構函數	c=8 d=2.39498 t=2741
xi jie 	細節	c=2 d=1.00275 t=13395
xi li du 	細粒度	c=6 d=0.802519 t=17159
xi shu 	係數	c=2 d=1.92312 t=15157
xi shui 	溪水	c=1 d=1 t=15156
xi tong 	系統	c=26 d=0.0015648 t=17159
xi wang 	希望	c=39 d=2.53579 t=16368
xia 	下	c=15 d=1.71167 t=16795
xia ci 	下次	c=1 d=0.0161635 t=17159
xia hua xian 	下劃線	c=1 d=0.0216013 t=17159
xia mian 	下面	c=1 d=1 t=8910
xia qu 	下去	c=1 d=1 t=3440
xia tu 	下圖	c=0 d=0.0767206 t=17159
xia tu suo shi 	下圖所示	c=1 d=0.771052 t=17159
xia yi 	下一	c=0 d=0.1 t=12360
xia yi tiao 	下一條	c=2 d=1.85642 t=12392
xia zai 	下載	c=24 d=1.56186 t=15670
xia zai lu jing 	下載路徑	c=1 d=1 t=3773
xian 	先	c=3 d=1 t=16668
xian 	線	c=7 d=3.66584 t=17159
xian dai 	現代	c=1 d=1 t=10618
xian ding 	限定	c=1 d=1 t=11521
xian hou 	先後	c=1 d=1 t=4866
xian ran 	顯然	c=1 d=1 t=2443
xian shi 	現實	c=2 d=1.93707 t=15161
xian shi 	顯式	c=14 d=1.00736 t=17144
xian shi 	顯示	c=12 d=0.00125578 t=17159
xian shi qi 	顯示器	c=2 d=1.00015 t=14019
xian xiang 	現象	c=1 d=1 t=11082
xian zai 	現在	c=5 d=1 t=13242
xian zhuang 	現狀	c=2 d=1.00377 t=15133
xiang 	像	c=6 d=1.70118 t=12921
xiang 	向	c=3 d=1 t=15646
xiang 	想	c=9 d=0.0483309 t=17159
xiang ba 	想把	c=1 d=1 t=4181
xiang ban fa 	想辦法	c=1 d=1 t=10026
xiang bi 	相比	c=2 d=1 t=15990
xiang dang yu 	相當於	c=1 d=1 t=3053
xiang deng 	相等	c=1 d=1 t=7341
xiang guan 	相關	c=11 d=0.382977 t=17159
xiang guan xing 	相關性	c=2 d=1.06587 t=15689
xiang liang 	向量	c=5 d=1.98511 t=7329
xiang mu 	項目	c=17 d=0.228253 t=17159
xiang qian 	向前	c=1 d=1 t=15386
xiang tong 	相同	c=5 d=1 t=16108
xiang xi 	詳細	c=22 d=1.32467 t=17102
xiang xia 	項下	c=2 d=1.98511 t=4363
xiang yao 	想要	c=4 d=1.0024 t=15577
xiang ying 	相應	c=2 d=1 t=10732
xiao 	小	c=7 d=1.01229 t=12195
xiao ban 	小班	c=31 d=3.29081 t=17159
xiao bo 	小波	c=1 d=1 t=14256
xiao chu 	消除	c=1 d=0.0105145 t=17159
xiao guo 	效果	c=8 d=1.0124 t=16924
xiao guo tu 	效果圖	c=2 d=1.956 t=8566
xiao hui 	銷毀	c=2 d=1.9802 t=10523
xiao lv 	效率	c=1 d=1 t=14583
xiao mi 	小米	c=1 d=1 t=14018
xiao shu 	小數	c=1 d=1 t=13154
xiao shu 	小鼠	c=1 d=1 t=13153
xiao ting yuan 	小庭院	c=2 d=1 t=11808
xiao xi 	消息	c=18 d=0.0465766 t=17159
xiao xi dui lie 	消息隊列	c=1 d=1 t=3341
xiao yu 	小於	c=1 d=1 t=2315
xie 	寫	c=28 d=0.0511332 t=17159
xie cheng 	寫成	c=1 d=1 t=6172
xie fa 	寫法	c=5 d=1.97534 t=10263
xie ru 	寫入	c=3 d=1.81465 t=12858
xie shi 	寫實	c=1 d=1 t=8568
xie tong 	協同	c=2 d=1.956 t=7920
xie xie 	謝謝	c=1 d=1 t=7612
xie yi 	協議	c=8 d=1.95123 t=16781
xie zai 	卸載	c=6 d=0.0330412 t=17159
xie zi 	寫字	c=1 d=1 t=14266
xie zi lou 	寫字樓	c=1 d=1 t=10600
xin 	新	c=17 d=1.57361 t=17159
xin ban 	新版	c=4 d=1.00266 t=9800
xin hao 	信號	c=3 d=0.0248475 t=17159
xin wen 	新聞	c=3 d=1 t=13591
xin xi 	信息	c=39 d=1.62106 t=17159
xin xi yuan 	信息源	c=1 d=1 t=4209
xin zeng 	新增	c=1 d=1 t=2580
xing 	性	c=2 d=1 t=13755
xing can 	形參	c=1 d=1 t=12989
xing dong 	行動	c=1 d=1 t=9230
xing neng 	性能	c=10 d=0.210136 t=17159
xing shi 	形式	c=9 d=1.99005 t=16424
xing tai 	形態	c=1 d=1 t=1682
xing wei 	行爲	c=2 d=1 t=15431
xing wen ti 	性問題	c=1 d=1 t=12700
xing zhuang 	形狀	c=5 d=1.74392 t=7419
xiu fu 	修復	c=1 d=1 t=3871
xiu gai 	修改	c=28 d=1.42041 t=17159
xiu gai cheng 	修改成	c=1 d=1 t=2957
xiu gai qi 	修改器	c=1 d=1.09512 t=8044
xu 	虛	c=5 d=0.00177743 t=17159
xu ai xia 	虛愛下	c=1 d=1 t=16354
xu diao yong 	虛調用	c=1 d=1 t=5215
xu han shu 	虛函數	c=8 d=0.0733723 t=17159
xu hao 	序號	c=2 d=1.14537 t=3882
xu hao zhi 	序號值	c=1 d=1 t=3878
xu huan 	虛幻	c=1 d=1.03946 t=1844
xu huan yin qing 	虛幻引擎	c=6 d=1.63451 t=2833
xu lie 	序列	c=5 d=0.124307 t=17159
xu ni ji 	虛擬機	c=6 d=2.87514 t=5986
xu qiu 	需求	c=2 d=1.67032 t=9124
xu yao 	需要	c=52 d=0.987682 t=17159
xuan 	選	c=1 d=1 t=16648
xuan qu 	選取	c=1 d=1 t=3999
xuan ran 	渲染	c=6 d=0.00334597 t=17159
xuan rao 	旋繞	c=1 d=1 t=6866
xuan xiang 	選項	c=14 d=0.0663321 t=17159
xuan yong 	選用	c=1 d=1 t=14330
xuan ze 	選擇	c=11 d=0.226507 t=17159
xuan zhong 	選中	c=10 d=1.77105 t=15592
xuan zhuan 	旋轉	c=1 d=1 t=8492
xuan zhuan zhou 	旋轉軸	c=1 d=1 t=6838
xue 	學	c=2 d=1.1 t=14095
xue xi 	學習	c=65 d=1.03022 t=17159
xue xi zhe 	學習者	c=1 d=1 t=13813
xun huan 	循環	c=13 d=3.43739 t=16100
xun huan zhong 	循環中	c=2 d=1.94176 t=11470
xun lei 	迅雷	c=2 d=1.99501 t=14025
xun lian 	訓練	c=25 d=3.02393 t=16903
xun lian ji 	訓練集	c=3 d=1 t=16092
xun lian mo xing 	訓練模型	c=1 d=1 t=15219
xun wen 	詢問	c=2 d=1.0001 t=5581
xun zhao 	尋找	c=1 d=1 t=16527
ya ma xun 	亞馬遜	c=1 d=1 t=14072
yan 	眼	c=0 d=0.1 t=7768
yan yu 	諺語	c=1 d=1 t=14448
yan zheng 	驗證	c=16 d=2.09356 t=16906
yan zheng ji 	眼徵集	c=1 d=1 t=7769
yang 	樣	c=1 d=1 t=11259
yang ben 	樣本	c=9 d=2.54467 t=15782
yang ben dian 	樣本點	c=3 d=2.96042 t=15788
yang ben wai 	樣本外	c=1 d=1 t=7954
yang guang 	陽光	c=2 d=1.00089 t=11335
yang li 	樣例	c=1 d=1 t=10532
yang tai 	陽臺	c=2 d=1.00143 t=10629
yao 	要	c=113 d=1.55414 t=17159
yao de 	要得	c=1 d=1 t=7575
yao dian 	要點	c=1 d=1 t=2719
yao qiu 	要求	c=10 d=1.06979 t=15598
yao ru he 	要如何	c=2 d=0.0104099 t=17159
yao zai 	要在	c=2 d=1.01162 t=10324
ye 	也	c=24 d=0.322717 t=17159
ye 	頁	c=2 d=1.00764 t=7784
ye bu shi 	也不是	c=1 d=1 t=16290
ye jiu shi shuo 	也就是說	c=1 d=1 t=12329
ye ke yi 	也可以	c=2 d=1 t=8634
ye mian 	頁面	c=2 d=1 t=14998
ye neng 	也能	c=1 d=1 t=2180
ye shi 	也是	c=4 d=1.57022 t=13038
ye suan shi 	也算是	c=1 d=1 t=10134
ye ye 	爺爺	c=1 d=1 t=15178
yi 	一	c=8 d=0.119159 t=16284
yi 	以	c=9 d=1 t=16391
yi 	易	c=1 d=0.207008 t=17159
yi ban 	一般	c=10 d=0.00226541 t=17159
yi ben 	一本	c=1 d=1 t=13218
yi bian 	一遍	c=3 d=0.0233153 t=17159
yi bian 	以便	c=1 d=1 t=15123
yi bu 	異步	c=4 d=1 t=5295
yi bu fen 	一部分	c=3 d=1.00164 t=17127
yi ceng 	一層	c=1 d=1 t=8551
yi chang 	異常	c=3 d=1 t=10852
yi chu 	移除	c=2 d=1.01448 t=14002
yi ci 	一次	c=4 d=1 t=10942
yi da kai 	一打開	c=1 d=1 t=16285
yi dan 	一旦	c=1 d=1 t=6442
yi dian 	一點	c=1 d=1 t=14535
yi ding 	一定	c=1 d=1 t=10620
yi dong 	移動	c=18 d=2.68332 t=16966
yi duan 	一段	c=1 d=1.04176 t=8422
yi duan hua 	一段話	c=4 d=0.00344787 t=17159
yi ge 	一個	c=59 d=0.102784 t=17159
yi ge yi ge 	一個一個	c=1 d=1 t=3727
yi gong 	一共	c=1 d=0.0629761 t=17159
yi hang 	一行	c=1 d=1 t=10776
yi hou 	以後	c=5 d=0.0121552 t=17159
yi hui shi 	一回事	c=2 d=1 t=13644
yi ji 	以及	c=5 d=1 t=15194
yi jing 	已經	c=26 d=0.0934915 t=17159
yi ju 	一句	c=2 d=1 t=14447
yi ju hua 	一句話	c=1 d=1 t=12710
yi lai 	依賴	c=2 d=1 t=14677
yi lai ku 	依賴庫	c=4 d=1.00017 t=16839
yi lao yong yi 	一勞永逸	c=0 d=0.1 t=12477
yi ma 	姨媽	c=1 d=1 t=9257
yi mao jian 	衣帽間	c=1 d=1 t=9315
yi men 	一門	c=1 d=1 t=1904
yi qi 	一起	c=6 d=1 t=16327
yi shang 	以上	c=86 d=1.65279 t=17159
yi sheng 	一生	c=1 d=1.09465 t=9969
yi sheng 	一聲	c=0 d=0.1 t=9957
yi sheng suo ai 	一生所愛	c=3 d=2.97025 t=9963
yi sheng suo ai 	一聲所愛	c=1 d=1 t=9958
yi si 	意思	c=91 d=1.5081 t=17159
yi tiao 	一條	c=1 d=1 t=12313
yi wei shu zu 	一維數組	c=2 d=1.94649 t=7114
yi xia 	一下	c=112 d=1.63378 t=17159
yi xia 	以下	c=40 d=0.560194 t=17159
yi xie 	一些	c=2 d=1.04712 t=4793
yi yang 	一樣	c=7 d=0.353455 t=17159
yi yi 	意義	c=9 d=1.16592 t=16873
yi zhang chuang 	一張牀	c=5 d=4.83846 t=9140
yi zhi 	一直	c=1 d=1 t=2172
yi zhi 	一致	c=2 d=1.01777 t=2979
yi zhong 	一種	c=3 d=0.384812 t=17159
yi zhuan 	已轉	c=2 d=1.00088 t=3485
yin bi 	隱蔽	c=1 d=1 t=9071
yin cang 	隱藏	c=5 d=1 t=8048
yin qing 	引擎	c=4 d=0.233232 t=17159
yin si 	隱私	c=4 d=2.92791 t=10578
yin wei 	因爲	c=13 d=0.280832 t=17159
yin xiang 	音箱	c=3 d=1.00016 t=15445
yin yong 	引用	c=3 d=0.177284 t=17159
yin yue 	音樂	c=1 d=1 t=13579
yin zi 	因子	c=0 d=0.1 t=9792
yin zi tou zi 	因子投資	c=1 d=1 t=9793
ying 	硬	c=0 d=0.1 t=14331
ying bian ma 	硬編碼	c=3 d=2.91238 t=14345
ying gai 	應該	c=26 d=0.947616 t=17159
ying guang bi 	熒光筆	c=1 d=1 t=8057
ying jian 	硬件	c=3 d=1 t=13586
ying kui 	盈虧	c=2 d=1.92312 t=2668
ying li 	盈利	c=1 d=1 t=10074
ying pan 	硬盤	c=1 d=1 t=8584
ying she 	映射	c=5 d=0.543351 t=17159
ying wei 	應爲	c=2 d=1.05079 t=8016
ying wen 	英文	c=5 d=1.99005 t=13695
ying xiang 	影響	c=2 d=1 t=5974
ying yong 	應用	c=24 d=0.176404 t=17159
ying yu 	英語	c=2 d=1 t=13612
ying yuan 	影院	c=1 d=1 t=9161
ying zai 	應在	c=1 d=1 t=5714
ying zi 	影子	c=1 d=1 t=9792
yong 	用	c=42 d=0.209379 t=17159
yong dao 	用到	c=3 d=1.03223 t=16481
yong de zhao 	用得着	c=1 d=1 t=10671
yong fa 	用法	c=7 d=1.51824 t=13684
yong hu 	用戶	c=2 d=0.0420036 t=17159
yong hu ming 	用戶名	c=4 d=1.00037 t=6688
yong jiu 	永久	c=1 d=1 t=5712
yong lai 	用來	c=12 d=1.00021 t=16037
yong li 	用例	c=1 d=1 t=14592
yong tu 	用途	c=2 d=1.99005 t=10597
yong yu 	用於	c=11 d=0.525476 t=17159
you 	又	c=10 d=0.152018 t=17159
you 	有	c=132 d=1.43663 t=17159
you 	由	c=5 d=1.33287 t=16271
you bi yao 	有必要	c=1 d=1 t=9494
you ci 	由此	c=1 d=1 t=2445
you de 	有的	c=2 d=0.120416 t=17159
you dian er 	有點兒	c=1 d=1 t=8063
you duo ge 	有多個	c=1 d=1 t=8045
you ge 	有個	c=3 d=1.97045 t=11771
you guan 	有關	c=3 d=1 t=15085
you guan xi 	有關係	c=1 d=1 t=6463
you guan yu 	有關於	c=1 d=1 t=4267
you hua 	優化	c=11 d=5.53997 t=2888
you hui 	又會	c=1 d=1 t=11136
you jian 	右鍵	c=3 d=2.75523 t=17019
you ke neng 	有可能	c=2 d=1.00552 t=15444
you kuai su 	有快速	c=1 d=1 t=11030
you mei you 	有沒有	c=9 d=0.293758 t=17159
you qi shi 	尤其是	c=1 d=1 t=7127
you shen me 	有什麼	c=4 d=1.12677 t=10097
you wu 	有誤	c=1 d=1 t=11835
you xi 	遊戲	c=3 d=1 t=13592
you xian 	優先	c=2 d=1.30882 t=14079
you xian ji 	優先級	c=1 d=1 t=5726
you xiang 	郵箱	c=1 d=1 t=13584
you xiao 	有效	c=3 d=1 t=16192
you xiao xing 	有效性	c=1 d=1 t=12095
you xie 	有些	c=1 d=1 t=4705
you xiu 	優秀	c=0 d=0.1 t=7916
you yi duan 	有一段	c=1 d=1 t=12134
you yi ge 	有一個	c=1 d=1 t=3245
you yong 	有用	c=4 d=1.33966 t=5358
you yuan 	友元	c=5 d=4.40037 t=7405
yu 	與	c=13 d=0.263569 t=17159
yu ce 	預測	c=6 d=1.01164 t=17114
yu chu li 	預處理	c=2 d=1.7788 t=7717
yu dao 	遇到	c=11 d=0.174645 t=17159
yu fa 	語法	c=8 d=1.61878 t=16247
yu fa shang 	語法上	c=1 d=1 t=3969
yu ju 	語句	c=11 d=0.537944 t=17159
yu lan 	預覽	c=1 d=1 t=8892
yu le 	娛樂	c=1 d=1 t=8991
yu lun 	輿論	c=2 d=1.96079 t=7880
yu ming 	域名	c=1 d=1 t=5906
yu na ying 	與那英	c=1 d=1 t=12035
yu qi 	預期	c=1 d=1 t=9785
yu qing 	輿情	c=1 d=1 t=1730
yu xin 	於心	c=2 d=1 t=16846
yu yan 	語言	c=8 d=1.00006 t=16190
yu yi 	予以	c=1 d=1 t=16696
yuan 	元	c=1 d=1 t=3121
yuan 	原	c=1 d=1 t=5100
yuan 	員	c=0 d=0.1 t=14175
yuan 	源	c=2 d=1 t=13788
yuan cheng 	遠程	c=5 d=0.00334898 t=17159
yuan dai ma 	源代碼	c=4 d=1 t=16720
yuan lai 	原來	c=3 d=1.01666 t=12532
yuan li 	原理	c=3 d=2.9605 t=14690
yuan lin 	園林	c=1 d=1 t=9096
yuan ma 	源碼	c=13 d=1.00231 t=16724
yuan shi 	原始	c=1 d=1 t=7193
yuan shi shu ju 	原始數據	c=1 d=1 t=7290
yuan su 	元素	c=3 d=1 t=13551
yuan tou 	源頭	c=1 d=1 t=10470
yuan wen jian 	源文件	c=1 d=1 t=4814
yuan yin 	原因	c=8 d=1.45948 t=12434
yuan ze 	原則	c=5 d=3.30552 t=3491
yuan zu 	元組	c=2 d=1.05901 t=11213
yue du 	閱讀	c=1 d=1 t=16669
yue du jia 	閱讀架	c=1 d=1 t=14265
yue li 	樂理	c=1 d=1 t=1695
yun 	雲	c=3 d=1 t=13537
yun dong 	運動	c=2 d=1.99501 t=9150
yun suan 	運算	c=4 d=3.40468 t=5549
yun suan fu 	運算符	c=4 d=1.00038 t=7000
yun wei 	運維	c=4 d=0.154896 t=17159
yun xing 	運行	c=87 d=0.773258 t=17159
yun xing zai 	運行在	c=1 d=1 t=14428
yun xu 	允許	c=3 d=1 t=16783
zai 	再	c=10 d=1 t=15972
zai 	在	c=230 d=1.81274 t=17159
zai ci 	再次	c=1 d=1 t=15951
zan shi 	暫時	c=1 d=1 t=10028
zao cheng 	造成	c=7 d=2.52744 t=15458
ze 	則	c=1 d=1 t=15742
ze 	澤	c=1 d=1 t=10328
ze yao 	則要	c=3 d=1.99518 t=16579
zen me 	怎麼	c=20 d=0.106592 t=17159
zen me yang 	怎麼樣	c=2 d=1.00001 t=15991
zen yang 	怎樣	c=4 d=1.94651 t=13477
zeng da 	增大	c=1 d=1 t=3880
zeng jia 	增加	c=3 d=1.00002 t=6018
zha 	炸	c=1 d=1 t=6601
zha shi 	紮實	c=1 d=1 t=9189
zhan kai 	展開	c=5 d=2.80074 t=11132
zhan man 	佔滿	c=3 d=2.92196 t=16300
zhan shi 	展示	c=6 d=1 t=14713
zhan tie 	粘貼	c=1 d=0.053397 t=17159
zhan tie dao 	粘貼到	c=1 d=1 t=15126
zhan yong 	佔用	c=2 d=1.51685 t=5777
zhang 	章	c=1 d=1 t=8218
zhang hu 	賬戶	c=3 d=2.89356 t=10119
zhang liang 	張良	c=1 d=1 t=7007
zhang liang 	張量	c=9 d=4.24461 t=7470
zhang peng 	帳篷	c=2 d=1.98511 t=5423
zhang wo 	掌握	c=1 d=1 t=14115
zhao 	找	c=2 d=1.00052 t=6404
zhao bu dao 	找不到	c=5 d=1.01101 t=6861
zhao dao 	找到	c=4 d=1 t=16362
zhe 	者	c=3 d=1.01972 t=12472
zhe 	這	c=15 d=0.00506394 t=17159
zhe ben shu 	這本書	c=5 d=1.8311 t=13814
zhe bu fen 	這部分	c=1 d=1 t=16165
zhe bu shi 	這不是	c=2 d=1.00001 t=7573
zhe die 	摺疊	c=26 d=1.92575 t=17159
zhe duan 	這段	c=79 d=0.66582 t=17159
zhe duan hua 	這段話	c=5 d=1 t=14264
zhe duan pei zhi 	這段配置	c=1 d=1 t=16482
zhe fen 	這份	c=1 d=1 t=6293
zhe fu 	這幅	c=0 d=0.1 t=16857
zhe fu tu 	這幅圖	c=1 d=1 t=16858
zhe ge 	這個	c=118 d=2.492 t=17159
zhe ge ku 	這個庫	c=1 d=1 t=3548
zhe ji ju 	這幾句	c=2 d=1.00001 t=12106
zhe jian shi 	這件事	c=1 d=1 t=16208
zhe jiu shi 	這就是	c=1 d=1 t=14897
zhe ju 	這句	c=62 d=0.821808 t=17159
zhe ju hua 	這句話	c=17 d=1.98718 t=16534
zhe li 	這裏	c=33 d=0.770358 t=17159
zhe li mian 	這裏面	c=3 d=1.96079 t=16309
zhe lian ge 	這連個	c=1 d=1 t=14771
zhe liang 	這兩	c=1 d=0.282239 t=17159
zhe liang ben 	這兩本	c=1 d=1 t=13840
zhe liang ben shu 	這兩本書	c=1 d=1 t=13834
zhe liang ge 	這兩個	c=7 d=0.00640933 t=17159
zhe liang hang 	這兩行	c=1 d=1 t=6030
